,title,area,numberOfRooms,price,town,district
8506,ERVA'dan YENİ MH'de 2+1 110m2 KREDİLİ İSKANLI TERS DUBLEKS,110.0,2+1,1.240.000,Cennet,Yeni Mahalle Mah.
8507,ERVA'dan YENİ MH'de 2+1 110m2 KREDİLİ İSKANLI TERS DUBLEKS,110.0,2+1,1.240.000,Cennet,Yeni Mahalle Mah.
8508,emlax'dan HALKALI ATAKENT 3.Etap 1+1 EŞYALI,55.0,1+1,1.250.000,Halkalı,Atakent Mah.
8509,OPET 100m 4 YILLIK YÜKSEK GİRİŞ AMERİKAN MUTFAKLI 2+1 S.DAİRE,75.0,2+1,1.280.000,Sefaköy,Sultan Murat Mah.
8510,HALKALI'da 3+1 130m2 MERKEZ KONUMDA SATILIK DAİRE.,135.0,3+1,1.650.000,Halkalı,Halkalı Merkez Mh.
8511,Atakent Orkide 1 Sitesinde Tadilatlı 2+1 75m2 Satılık Daire,75.0,2+1,2.300.000,Halkalı,Atakent Mah.
8512,HALKALI ATAKENT ORKİDE 2. EVLERİ 3+1 SATILIK 152 m2 DAİRE,152.0,3+1,3.800.000,Halkalı,Atakent Mah.
8513,METROBÜSE SIFIR NOKTADA AVM YAŞAM ALANI İÇİNDE SATILIK 1+1 DAİRE,70.0,1+1,3.150.000,Sefaköy,Kartaltepe Mah.
8514,TEKNİK YAPI METROPARK SİTESİNDE 1+1 59M2 EŞYALI SATILIK DAİRE,59.0,1+1,1.850.000,Halkalı,Atatürk Mh.
8515,TEPEHAN EMLAKTAN CUMHURİYET MAHALLESİNDE 2+1 75 M2 ARAKAT,75.0,2+1,1.540.000,Merkez,Cumhuriyet Mah.
8516,*GÜNEŞ REALTY* LOCATED IN CENNET KONAKLARI LANDSCAPE FACADE 3+1,150.0,3+1,6.000.000,Cennet,
8517,Küçükçekmece Atakent Mah Menekşe 2 Sitesi 2+ Satılık Daire,84.0,2+1,2.400.000,Halkalı,Atakent Mah.
8518,SEFAKÖY AYKAR RESİDENCE 2+1 117 M2 YÜZME HAVUZLU SATILIK BOŞŞŞŞ,117.0,2+1,2.880.000,Sefaköy,Tevfik Bey Mah.
8519,FORTİS İSTANBUL ' DA SATILIK 2+1 DAİRE,120.0,2+1,2.500.000,Sefaköy,Kartaltepe Mah.
8520,METROPARK SİTESİNDE 59M2 ARAKAT ANKASTRELİ EŞYALI SATILIK DAİRE,59.0,1+1,1.750.000,Halkalı,Atatürk Mh.
8521,SATILIK KIREDİYE UYGUN DAİRE ATATÜRK MAHALLESİNDE,80.0,2+1,1.180.000,Halkalı,Atatürk Mh.
8522,KARAOĞLU EMLAKTAN İSTASYON MAH 2+1 YÜKSEK GİRİŞ SIFIR DAİRE !!!,85.0,2+1,1.350.000,Merkez,İstasyon Mh.
8523,Remax İlknur Reçber'den 3+1 | 120 m² Daire,120.0,3+1,2.350.000,Merkez,Cumhuriyet Mah.
8524,ÇEVREM GAYRİMENKUL*­*GÜLTEPE'de 2+1 Masrafsız Daire---25m² Hisse,85.0,2+1,970.000,Sefaköy,Gültepe Mh.
8525,DİVAN RESİDENCE MARMARAY VE HAVAİST DİBİ BALKONLU SATILIK DAİRE,65.0,1+1,1.625.000,Merkez,İstasyon Mh.
8526,Sahibinden İnönü Mahallesinde 5+1 Dubleks 190 m2 2.750.000 TL,190.0,5+1,2.750.000,Sefaköy,İnönü Mh.
8527,FEVZİÇAKMAK MAH. 2+1 110 M2 EBEVEYN B. BALKONLU DAİRE,110.0,2+1,1.650.000,Sefaköy,Fevzi Çakmak Mh.
8528,DEBAS EMLAKTAN SEFAKÖY TEFİKBEY MH 2+1 95 M2 2 KAT SİTE İCİNDE,95.0,2+1,2.235.000,Sefaköy,Tevfik Bey Mah.
8529,İstanbul Sarayları Satılık 3+1 Lüx 164 m2 Daire,164.0,3+1,6.250.000,Halkalı,Atakent Mah.
8530,İSTANBUL KÜÇÜKÇEKMECEDE SATILIK 3+1 DAİRE,113.0,3+1,1.825.000,Sefaköy,Kemalpaşa Mh.
8531,"3+1 M.Akif'in en değerli yerinde bakımlı,kombili güney cephe",110.0,3+1,1.000.000,Halkalı,Mehmet Akif Mah.
8532,POİNT'DEN YENİ MH. ÖN CEPHE İSKANLI SATILIK 2+1 YÜKSEK GİRİŞ,77.0,2+1,1.470.000,Cennet,Yeni Mahalle Mah.
8533,KANARYADA YATIRIMLIK 1+1 KELEPİR DAİRE,100.0,1+1,550.000,Merkez,Kanarya Mah.
8534,▀▄▀▄METROPOL'DEN SATILIK YEŞİLOVADA 4+1 DÜBLEKS YENİ BİNAKELEPİR,180.0,4+1,2.650.000,Sefaköy,Yeşilova Mh.
8535,Tema İstanbul'da 1+1 75m² Yüksek Kat Göl Manzaralı Vatand Uygun,75.0,1+1,3.500.000,Halkalı,Atakent Mah.
8536,İNÖNÜ MAH SSK HASTANESİ YAKININDA 4+2 SIFIR GENİŞ FERAH DÜBLEKS,175.0,4+2,2.850.000,Sefaköy,İnönü Mh.
8537,CENNET MAHALLESİNDE 2+1 85 M2 FIRSAT BAHÇE KATI,85.0,2+1,1.350.000,Cennet,
8538,ORJİN EMLAK'TAN TEKNİK YAPI METROPARK C BLOKTA SATILIK 1+1 DAİRE,58.0,1+1,1.950.000,Halkalı,Atatürk Mh.
8539,KILINÇLAR EMLAK'TAN SATILIK 2+1 90M2 2.KAT GÜNEY CEPHE DAİRE,90.0,2+1,715.000,Halkalı,Mehmet Akif Mah.
8540,"M.AKİF'DE MERKEZİ KONUM'DA 1+1 65M² WC,BANYO,MUTFAK AYRI Y.GİRİŞ",65.0,1+1,820.000,Halkalı,Mehmet Akif Mah.
8541,HALKALI bezirgan bahçede 2+1 bakımlı daire,100.0,2+1,1.825.000,Merkez,İstasyon Mh.
8542,SOYAK OLYMPİAKENT SATILIK 2+1 ÖNÜ AÇIK FERAH DAİRE,94.0,2+1,3.150.000,Halkalı,Atakent Mah.
8543,MKA KONUT A.Ş. SATILIK B.KATI 2+1 70M2 DOĞALĞAZ KOMBİLİ,80.0,2+1,500.000,Sefaköy,Tevfik Bey Mah.
8544,Metrobüse VE Caddeye Yürüme Mesafesinde Süper Konumlu 2+1 AraKat,90.0,2+1,1.650.000,Sefaköy,Gültepe Mh.
8545,K.ÇEKMECE KONUTBİRLİK Sitesi'nde 2+1 Satılık *YATIRIMLIK* DAİRE,110.0,2+1,1.380.000,Merkez,İstasyon Mh.
8546,SEFAKÖY SÖĞÜTLÜÇEŞME MAHALLESİNDE SIFIR 2+1SATILIK DAIRE...,80.0,2+1,1.250.000,Sefaköy,Söğütlü Çeşme Mh.
8547,3+1 Otoparklı Daire,140.0,3+1,3.250.000,Sefaköy,Sultan Murat Mah.
8548,YENİ METRO YANINDA SIFIR KREDİYE UYGUN 200 M2 4+2 GENİŞ DUBLEX,200.0,4+2,2.600.000,Sefaköy,İnönü Mh.
8549,Küçükçekmece kanarya'da krediye uygun 3+1 satılık daire,140.0,3+1,1.500.000,Merkez,Kanarya Mah.
8550,EMLAK KONUT BİZİM MH. 1.ETAP 4.KISIM'DA 2+1 SATILIK DAİRE,115.0,2+1,2.300.000,Halkalı,Halkalı Merkez Mh.
8551,KÜÇÜKÇEKMECE CUMHURİYET MAH SATILIK GÖL MANZARALI 3+1 130m2DAİRE,130.0,3+1,2.250.000,Merkez,Cumhuriyet Mah.
8552,İSA YAPIDAN YEŞİLOVADA 2+1 75 M2 METROBÜSE 5 DK SIFIR DAİRE,75.0,2+1,1.750.000,Sefaköy,Yeşilova Mh.
8553,KÜÇÜKÇEKMECE YEŞİLOVA DA METROBÜSE 200 METRE 3+1DUBLEKS DAİRE,130.0,3+1,2.600.000,Sefaköy,Yeşilova Mh.
8554,NEST'TEN TEMA İSTANBUL'DA BÜYÜK PLANLI 2+1 SİTEDEKİ TEK SATILIK,105.0,2+1,4.250.000,Halkalı,Atakent Mah.
8555,SEFAKÖY.DE DENİZ MANZARALİ SATILIK İSKANLİ 3+1 150M2 DUBLEKS DAİ,150.0,3+1,1.680.000,Sefaköy,Tevfik Bey Mah.
8556,ÜLKEM'DEN FATİH MAH. ASANSÖRLÜ OTOPARKLI 3+1 135M2 1.KAT,135.0,3+1,3.000.000,Merkez,Fatih Mah.
8557,YUNUS EMLAK TAN SEFAKÖY İNÖNÜ MAH İSKANLI ARAKAT DAIRE,85.0,2+1,1.400.000,Sefaköy,İnönü Mh.
8558,METRONUN DİBİNDE SATİLİK DUBLEX,165.0,3+2,1.950.000,Halkalı,Mehmet Akif Mah.
8559,HALKALI EMLAKKONUT BİZİM MAHALLE KAT BAHÇELİ 3+1 166 M2 BORÇSUZ,166.0,3+1,5.450.000,Halkalı,Halkalı Merkez Mh.
8560,HALKALI BİZİM MAHALLE SİTE PROJESİNDE 1+1 SATILIK DAİRE,70.0,1+1,2.000.000,Halkalı,Halkalı Merkez Mh.
8561,KGC'DEN KÜÇÜKÇEKMECE YEŞİLOVA MAH. 2+1 KREDİYE UYGUN DAİRE,100.0,2+1,1.270.000,Sefaköy,Yeşilova Mh.
8562,FEVZİÇAKMAKTA KİRACILI YATIRIMLIK 2+1 ARA KAT AÇIK MUTFAK,85.0,2+1,1.315.000,Sefaköy,Fevzi Çakmak Mh.
8563,LÜX SİTEDE LÜX DAİRE !AVRUPA KONUTLARI-4'TE PEYZAJ SATILIK 3+1 !,172.0,3+1,5.950.000,Sefaköy,İnönü Mh.
8564,İSTANBUL AYDIN-AREL ÜNİVERSİTESİ YANI 1+1 SATILIK DAİRE,60.0,1+1,1.350.000,Sefaköy,Kartaltepe Mah.
8565,AKTÜRK EMLAK' TAN GÜLTEPE MAH. SATILIK 2+1 YÜKSEK GİRİŞ DAİRE,90.0,2+1,990.000,Sefaköy,Gültepe Mh.
8566,Atatürk Mahallesi'nde satılık 2+1,90.0,2+1,485.000,Halkalı,Atatürk Mh.
8567,BAKIRCI'DAN K.ÇEKMECE SEFAKÖY TEVFİKBEYDE SATILIK SIFIR DAİRE3+1,115.0,3+1,1.950.000,Sefaköy,Tevfik Bey Mah.
8568,YEŞİLOVA MAH METROBUSE 1.DK ASANSÖRLÜ 200M²5+1 ULTRALÜKS DUBLEKS,200.0,5+1,5.000.000,Sefaköy,Yeşilova Mh.
8569,K.ÇEKMECE MERKEZ'de ( SON İNDİRİM ) 3+1,110.0,3+1,880.000,Merkez,Fatih Mah.
8570,TOKİ Bezirganbahçe Konutlarında Satılık 2+1 Daire / 95m2,95.0,2+1,1.725.000,Merkez,İstasyon Mh.
8571,Metrobüse 1 Dakika Mesafede Daire,105.0,2+1,2.235.000,Cennet,
8572,Cennet Mah.'nde 3+1-Yeni-Lüks- Otoparklı 3 Yıllık Satılık Daire,110.0,3+1,3.100.000,Cennet,
8573,HALKALI PARK İSTASYON Projesi 2+1 121m2 Balkonlu Satılık Daire,140.0,2+1,2.750.000,Merkez,İstasyon Mh.
8574,HALKALI PARK İSTASYON Projesi 3+1 156m2 Balkonlu Satılık Daire,165.0,3+1,3.750.000,Merkez,İstasyon Mh.
8575,İMAJ'DAN YEŞİLOVA'DA ACİL 2+1 80 M2 SATILIK ARAKAT DAİRE...,80.0,2+1,1.950.000,Sefaköy,Yeşilova Mh.
8576,POİNT'DEN YEŞİLOVA MAHALLESİ'NDE 5.KAT 2+1 GENİŞ TERASLI DAİRE,110.0,2+1,1.250.000,Sefaköy,Yeşilova Mh.
8577,POİNT'DEN GONGAGÜL SOKAK'DA 2+1 SATILIK OTOPARKLI YÜKSEK GİRİŞ!,85.0,2+1,1.620.000,Merkez,Cumhuriyet Mah.
8578,GÜLTEPE'DE 2+1 SATILIK 105 m2 2.KAT GÜNEY CEPHE MUAZZAM DAİRE,105.0,2+1,2.100.000,Merkez,İstasyon Mh.
8579,YİĞİTEMLAKTAN YEŞİLOVADA 2+1 125MT E5 İN DİBİ YENİ BİNA LÜXDAİRE,125.0,2+1,2.400.000,Sefaköy,Yeşilova Mh.
8580,ÜLKEM'DEN YEŞİLOVA MAH MASRAFSIZ HİSSELİ 3+1 SATILIK 4.KAT,110.0,3+1,1.050.000,Sefaköy,Yeşilova Mh.
8581,bosphorus city rezidans 1+1 mobilyalı 70 m2 bogaz ve göl görür,70.0,1+1,2.400.000,Halkalı,Atakent Mah.
8582,Küçükçekmece Yenimahalle'de genç binada 2+1 krediye uygun,85.0,2+1,1.950.000,Cennet,Yeni Mahalle Mah.
8583,Kemalpaşa merkezde 1. kat ofis kiracıli daire,130.0,3+1,1.750.000,Sefaköy,Kemalpaşa Mh.
8584,ES EMLAKTAN GÜLTEPE MAH.3+1 MASRAFSIZ ARA KAT DAİRE,130.0,3+1,1.550.000,Sefaköy,Gültepe Mh.
8585,"BARIŞ'TAN ASANSÖRLÜ,EBEVYEN BANYOLU SIFIR LÜKS 2+1 DAİRE",95.0,2+1,1.835.000,Cennet,Yeni Mahalle Mah.
8586,METROBÜSE YÜRÜME MESAFESİNDE MERKEZİ KONUMDA 3+1 DUBLEKS DAİRE.,185.0,3+1,2.000.000,Sefaköy,Sultan Murat Mah.
8587,Küçükçekmece Tepeüstünde 6 yıllık 95m2 kombili 2+1 asansörlü boş,95.0,2+1,2.650.000,Cennet,Yeni Mahalle Mah.
8588,SATILIK MASRAFSIZ BAHÇE KATI,70.0,1+1,770.000,Sefaköy,Tevfik Bey Mah.
8589,SATİLİK DUBLEX,150.0,3+2,2.250.000,Merkez,Cumhuriyet Mah.
8590,HALKALI DİVAN RESİDENCE EŞYALI GÖL DENİZ PEYZAJ CEPHELİ 2+1,92.0,2+1,3.500.000,Merkez,İstasyon Mh.
8591,KÜÇÜKÇEKMECE YEŞİLOVA MAHALLESİ E5 e SIFIR DUBLEX,140.0,3+2,2.550.000,Merkez,Cumhuriyet Mah.
8592,Kemalpaşa Mah. Merkeze Yakın - Yüksek Kira Getirili B.Kat Daire,95.0,2+1,550.000,Sefaköy,Kemalpaşa Mh.
8593,LOUNGE SADETTİN_EKİM DE BOŞALACAK_PEYSAJA BAKAN_ÇİFT CEPHE 3+1,155.0,3+1,5.300.000,Halkalı,Atakent Mah.
8594,kelepir fiyata bakımlı dublex satılık,180.0,4+1,1.950.000,Sefaköy,İnönü Mh.
8595,BİZİM MAHALLE 3.ETAP GÖL MANZARA CEPHE 1.750.000 PEŞİN 1+1,70.0,1+1,2.275.000,Halkalı,Halkalı Merkez Mh.
8596,GÜNCEL! SATILIK! Toki Halkalı AKASYA 1 Sitesi 3+1 yüksek kat,155.0,3+1,3.200.000,Halkalı,Atakent Mah.
8597,acil satılık dubleks daire,175.0,4+1,1.590.000,Sefaköy,Tevfik Bey Mah.
8598,kelepir kaçırma İstanbul'un gözde semtlerinden,270.0,5+1,3.850.000,Merkez,Cumhuriyet Mah.
8599,TEMA İSTANBULDA 1+1 74 m2 BOŞ TERASLI KÖŞE SATILIK DAİRE,74.0,1+1,3.190.000,Halkalı,Atakent Mah.
8600,Avrupa Konutları 2_BOŞ_Full Havuz Peyzaj_Ara Kat_Doğu Cephe_3+1,149.0,3+1,5.950.000,Halkalı,Halkalı Merkez Mh.
8601,GÜNGÖR İNŞAAT EMLAKTAN SATILIK DAİRE 3+1 145 M2 TEK DAİRE ÜZERİ,145.0,3+1,1.350.000,Sefaköy,Gültepe Mh.
8602,GÜNGÖR İNŞAAT EMLAKTAN SATILIK DAİRE 120M2 2+1 CİFT BALKONLU,120.0,2+1,1.850.000,Sefaköy,Sultan Murat Mah.
8603,LOUNGE 2 SİTESİNİN EN BÜYÜK FUUL PEYZAJ BAHÇE KATI .,257.0,4+1,9.000.000,Halkalı,Atakent Mah.
8604,M.AKİF MAH SATILIK 5.KAT 2+1 80M2 DOĞALGAZLI DAİRE,85.0,2+1,600.000,Halkalı,Mehmet Akif Mah.
8605,RAVZA'DAN YENİ MAHALLEDE 3+2 SATILIK DUBLEKS,230.0,3+2,3.650.000,Cennet,Yeni Mahalle Mah.
8606,LOUNGE 2 SİTESİNİN EN BÜYÜK FUUL PEYZAJ BAHÇE KATI .,257.0,4+1,9.000.000,Halkalı,Atakent Mah.
8607,M.AKİF MAH SATILIK 5.KAT 2+1 80M2 DOĞALGAZLI DAİRE,85.0,2+1,600.000,Halkalı,Mehmet Akif Mah.
8608,RAVZA'DAN YENİ MAHALLEDE 3+2 SATILIK DUBLEKS,230.0,3+2,3.650.000,Cennet,Yeni Mahalle Mah.
8609,REDSTONE NÜANS'TAN SATILIK GÖL MANZARALI DUBLEKS DAİRE,190.0,3+1,4.750.000,Halkalı,Halkalı Merkez Mh.
8610,SEBA EMLAK'tan SEFAKÖY MERKEZDE CADDE ÜZERİ SATILIK ARAKAT DAİRE,80.0,1+1,840.000,Sefaköy,Kemalpaşa Mh.
8611,FEVZİÇAKMAK MAHALLESİN DE 2+1 80m2 BAHÇELİ BAHÇE KAT DAİRE,80.0,2+1,990.000,Sefaköy,Fevzi Çakmak Mh.
8612,BAKIRCI'DAN GÜLTEPE MH 3+1 130m2 YENİ BİNADA LÜX SATILIK ARAKATT,130.0,3+1,2.470.000,Sefaköy,Gültepe Mh.
8613,FEVZİÇAKMAKTA MUHTEŞEM DÜKKAN + DAİRE ACİL SATILIK KELEPİR,95.0,2+1,2.200.000,Sefaköy,Fevzi Çakmak Mh.
8614,WORLDCLASS HALKALI LALEŞEHİR KONAKLARI SATILIK 3+1,158.0,3+1,4.700.000,Halkalı,Halkalı Merkez Mh.
8615,Tema İstanbul Satılık 135m2 2+1 Daire / Peyzaj Cepheli,135.0,2+1,5.150.000,Halkalı,Atakent Mah.
8616,ROYAL 'DEN FEVZİÇAKMAK'TA ULTRA LÜKS 4+2 160m2ASANSÖRLÜ DUBLEKS,160.0,4+2,2.750.000,Sefaköy,Fevzi Çakmak Mh.
8617,ENES'TEN FATİH MAH 2+1 115 m2 FUL GÖL MANZARALI SATILIK DAİRE,125.0,2+1,3.500.000,Merkez,Fatih Mah.
8618,SFIR 3+1 3 KAT TAPU MASRAFSIZ ÖZCANLAR GARİMEKUL,110.0,3+1,2.100.000,Sefaköy,Tevfik Bey Mah.
8619,ENES'TEN YENİMAHALE MAH 2+1 110m2 ULTRA LÜX SIFIR SATILIK ARAKAT,120.0,2+1,2.600.000,Cennet,Yeni Mahalle Mah.
8620,ENES'TEN YEŞİLOVA MAH 4+1 170 m2 ULTRA LÜX SIFIR SATILIK DUBLEX,180.0,4+1,2.950.000,Sefaköy,Yeşilova Mh.
8621,REAL EXPERT'TEN DUMANKAYA KONSEPT'TE SATILIK 3+1 155 M2,155.0,3+1,5.450.000,Halkalı,Atakent Mah.
8622,İNÖNÜ MAH 210MT 5+2 GENİŞ 2AİLE RAHAT OTURABİLİR SATILIK DUBLEX,230.0,5+2,2.450.000,Sefaköy,İnönü Mh.
8623,DOĞAN'DAN İNÖNÜDE DÜZ GİRİŞ HİSSELİ 3+1 DAİRE CADDEYE ÇOK YAKIN,115.0,3+1,735.000,Sefaköy,İnönü Mh.
8624,SÖĞÜTLÜÇEŞME'DE DİŞ HASTANESİNİN YANINDA SÜPER KONUMLU ARAKAT !!,90.0,2+1,1.310.000,Sefaköy,Söğütlü Çeşme Mh.
8625,İSTANYON MAH. MARMARAYA YAKIN PROJEDEN SATILIK DAİRELER,90.0,2+1,1.500.000,Merkez,İstasyon Mh.
8626,Bizim Mahalle 3.Kısımda 2.650.000 Peşinatla Göl Manzaralı Daire!,160.0,3+1,6.828.601,Halkalı,Halkalı Merkez Mh.
8627,2+1 Kanarya merkez Çarşı içinde Marmaraya 4 dk yürüme asansörlü,90.0,2+1,1.800.000,Merkez,Kanarya Mah.
8628,ATAKENT İSTANBUL LOUNGE 1 1+1 75m2 SATILIK DAİRE.,75.0,1+1,2.500.000,Halkalı,Atakent Mah.
8629,ROYAL'DEN YENİDOĞAN MAH'DE 2+1 120M2 GENİŞ 2+1 ARAKAT DAİRE,120.0,2+1,1.050.000,Merkez,İstasyon Mh.
8630,Cumhuriyet Mahallesi Tepeüstünde Satılık 5+2 280M2 Dubleks Daire,280.0,5+2,3.500.000,Merkez,Cumhuriyet Mah.
8631,NİVO İSTANBUL BASIN EKSPRES SIFIR 2+1 SATILIK DAİRE,134.0,2+1,3.000.000,Halkalı,Halkalı Merkez Mh.
8632,GÜNEŞPARK EVLERİNDE SATILIK 3+1 DAiRE,150.0,3+1,4.850.000,Halkalı,Atakent Mah.
8633,212 AVM YANI MERKEZİ KONUMDA SATILIK 2+2 DUBLEKS DAİRE,280.0,2+2,2.500.000,Halkalı,Atatürk Mh.
8634,EFOR'DAN GENİŞ 2+1 BAHÇE KAT KİRACILI DAİRE,110.0,2+1,1.050.000,Sefaköy,Gültepe Mh.
8635,** ILGIN EMLAK'TAN * SULTANMURAT'TA 180m2 ASANSÖRLÜ SIFIR DUBLEX,180.0,4+2,3.000.000,Sefaköy,Sultan Murat Mah.
8636,ORJİN EMLAK'TAN İSTASYON 24 SİTESİNDE SATILIK YATIRIMLIK 1+1,65.0,1+1,2.200.000,Merkez,İstasyon Mh.
8637,Nivo İstanbul Satılık 1+1 Tapulu Güney Cephe Satılık Daire,49.0,1+1,2.205.000,Sefaköy,İnönü Mh.
8638,SEFAKÖY İNÖNÜ DE 2+1 85m2 KREDİLİ İSKANLI KÖŞE BAŞI 1.KAT DAİRE,85.0,2+1,1.385.000,Sefaköy,İnönü Mh.
8639,SAHİBİNDEN - KOMİSYONSUZ - SIFIR 2+1 YÜKSEK GİRİŞ DAİRE,90.0,2+1,1.250.000,Sefaköy,İnönü Mh.
8640,Worldclass Halkalı Manolya sitesi satılık ara kat 2+1 75 m2,75.0,2+1,1.900.000,Halkalı,Atakent Mah.
8641,CENNET MAH.DE KÜLTÜR MERKEZİNE YAKIN 2+1 90M2 ARAKAT DAİRE,90.0,2+1,2.000.000,Cennet,
8642,TEVFİKBEYDE LÜKS 2+1 YÜKSEK GİRİŞ DAİRE İSKANLI,85.0,2+1,1.350.000,Sefaköy,Tevfik Bey Mah.
8643,FEVZİÇAKMAK MAH YENİ BİNA SATILIK GÜNEY CEPHE 90M² 2+1 ARAKAT,90.0,2+1,1.635.000,Sefaköy,Fevzi Çakmak Mh.
8644,RAVZA'DAN CENNET MAHALLE'Sİ İTFAİYE YAKINI 2+1 DAİRE,85.0,2+1,1.480.000,Cennet,
8645,SOYAK OLYMPİAKENT 245 M. 3+2 TADİLATLI KÖŞE TRİPLEX,245.0,3+2,11.250.000,Halkalı,Atakent Mah.
8646,YEŞİLOVADA METROBÜSE YAKIN LÜKS 2+1 YÜKSEK GİRİŞ DAİRE,90.0,2+1,1.650.000,Sefaköy,Yeşilova Mh.
8647,SEFAKÖY SULTANMURAT'TA YENİ BİNADA ÇİFT GİRİŞLİ 4+1 DUBLEKS,200.0,4+1,3.100.000,Sefaköy,Sultan Murat Mah.
8648,ATK GAYRİMENKULDEN SATILIK YÜKSEK CAMLI 2+1 BAHÇE KATI DAİRE,85.0,2+1,805.000,Sefaköy,İnönü Mh.
8649,ATAKENT 3 TE SATILIK TADİLAT LI 2+1 DAİRE NET 84M2 MERKEZİ KONUM,102.0,2+1,2.900.000,Halkalı,Atakent Mah.
8650,İNÖNÜ SEFAKÖY AVRUPA KONUTLARI 4 DE SATILIK FUL PEYZAJ 1+1 DAİRE,70.0,1+1,3.100.000,Sefaköy,İnönü Mh.
8651,ATAKENT LOUNGE 2 DE SATILIK 257 M2 FUL PEYZAJ BAHÇEKAT 4+1 DAİRE,257.0,4+1,8.900.000,Halkalı,Atakent Mah.
8652,ÜLKEM'DEN İNÖNÜ MAHALLESİ'NDE 2+1 90 M2 HİSSELİ SATILIK 6.KAT,90.0,2+1,800.000,Sefaköy,İnönü Mh.
8653,Halkalı Merkez mah Satılık 2+1 Geniş Ferah Daire,275.0,2+1,3.950.000,Halkalı,Halkalı Merkez Mh.
8654,YENİ MAHALLE DE ARAKAT 2+1 EBEVEYN BANYOLU NEZİH BÖLGEDE SIFIR,90.0,2+1,2.400.000,Cennet,Yeni Mahalle Mah.
8655,RAVZA'DAN YEŞİLOVA'DA FULL YAPILI 100m2 2+1 DAİRE,100.0,2+1,1.280.000,Sefaköy,Yeşilova Mh.
8656,SOYAK OLYMPİAKENT 13.BÖLGEDE HAVUZLU VE MANZARALI ACİL SATILIK,100.0,2+1,3.400.000,Halkalı,Atakent Mah.
8657,AYKA GAYRİMENKUL'DEN EMSALSİZ 6+2 DUBLEKS DAİRE,285.0,6+2,2.495.000,Merkez,Kanarya Mah.
8658,"3.ETAP ARENAPARK AVM'YE 3 DK YURUME MESAFESİNDE, SATILIK DAİRE",75.0,1+1,1.750.000,Halkalı,Atakent Mah.
8659,Sefaköy Kiptaş Evleri 2+1 önü açık keyifli daire,103.0,2+1,3.500.000,Sefaköy,Fevzi Çakmak Mh.
8660,AVRUPA KONUTLARI ATAKENT 5 SİTESİNDE GÖL MANZARALI SATILIK 1+1,84.0,1+1,3.200.000,Sefaköy,İnönü Mh.
8661,ÜLKEM'DEN FEVZİÇAKMAK MAH 4 YILLIK İSKANLI 2+1 SATILIK BAHÇEKATI,90.0,2+1,1.030.000,Sefaköy,Fevzi Çakmak Mh.
8662,İNÖNÜ MAH. SATILIK 2+1 110 M2 DAİRE D&D24 EMLAK,110.0,2+1,1.250.000,Sefaköy,İnönü Mh.
8663,HALKALI MERKEZ MAHALLESİNDE 165M2 3+2 DUBLEX,165.0,3+2,3.600.000,Halkalı,Halkalı Merkez Mh.
8664,ACİL ACİL !!! HALKALI MİMOZADA SATILIK LÜKS ÖNÜ AÇIK 3+1 DAİRE,105.0,3+1,2.180.000,Halkalı,Halkalı Merkez Mh.
8665,ÜLKEM'DEN GÜLTEPE MAH 2+1 ASANSÖRLÜ LÜKS SATILIK 2.KAT,85.0,2+1,2.200.000,Sefaköy,Gültepe Mh.
8666,AKASYA DAN 3.ETAP 427 ADA SATILIK NET 57M2 1+1 DAİRE,65.0,1+1,1.555.000,Halkalı,Atakent Mah.
8667,Atatürk mah özel mimari dubleks çatısı yükselmiş görmeye değer,180.0,3+1,2.100.000,Halkalı,Atatürk Mh.
8668,HİSSELİ 2+1 90m2 DAİRE,95.0,2+1,690.000,Sefaköy,İnönü Mh.
8669,ACİLL! AVRUPA KONUTLARI ATAKENT 4B DE 178M2 3+1 DAİRE FUL PEYSAJ,178.0,3+1,7.220.000,Sefaköy,İnönü Mh.
8670,Küçükçekmece' de Merkeze Yakın Satılık 5+1 Dubleks Daire,220.0,5+1,3.750.000,Cennet,Yeni Mahalle Mah.
8671,ACİL!!TURYAP'tan DİVAN REZ. SATILIK TADİLATLI 2+1/40 MT.TERASLI,110.0,2+1,4.010.000,Merkez,İstasyon Mh.
8672,FIRSAT! DUMANKAYA MİKS GÖL MANZARALI SATILIK 1+0,40.0,1+1,1.200.000,Halkalı,Atakent Mah.
8673,Mehmet Akif Mahallesi 120 m2 2+1 Tek Daire Üzeri Satılık Daire,120.0,2+1,715.000,Halkalı,Mehmet Akif Mah.
8674,KÜCÜKCEKMECE İSTASYON MAHALLESİNDE SATILIK 2+1 KREDİYE UYGUNDUR,90.0,2+1,1.300.000,Merkez,İstasyon Mh.
8675,ÜLKEM'DEN SÖĞÜTLÜÇEŞME MAH 2+1 SATILIK BALKONLU YÜKSEK GİRİŞ,85.0,2+1,1.500.000,Sefaköy,Söğütlü Çeşme Mh.
8676,Küçükçekmece Cumhuriyet Mahallesin'de Satılık SIFIR 3+1 Daire,98.0,3+1,2.450.000,Merkez,Cumhuriyet Mah.
8677,ERVA'dan YEŞİLOVA'da SATILIK KREDİLİ 2+1 80m 1.KAT DAİRE..,80.0,2+1,1.750.000,Sefaköy,Yeşilova Mh.
8678,▀▄▀▄METROPOL'DEN KEMALPAŞA'DA SATILIK 2+1 ARAKAT SIFIR DAİRE,85.0,2+1,1.900.000,Sefaköy,Kemalpaşa Mh.
